elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
62,25,Founders Lane,0,597,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.179,0.265,0.359,0.46,0.569,0.686,0.81,0.942,1.082,1.229,1.403,1.607,1.841,2.106,2.402
63,26,Stud Road,0,205,All,0,0,0,0,0.1,0.175,0.258,0.349,0.447,0.553,0.667,0.788,0.917,1.053,1.197,1.358,1.549,1.771,2.023,2.306,2.619,2.963,3.338,3.743,4.178,4.674,5.246,5.895,6.62,7.421,8.299
64,27,Gallop Lane,0,116,All,0,0,0.1,0.174,0.252,0.338,0.432,0.532,0.641,0.757,0.88,1.011,1.149,1.295,1.466,1.667,1.898,2.159,2.45,2.77,3.121,3.501,3.911,4.351,4.864,5.451,6.112,6.849,7.66,8.545,9.505
65,27,Gallop Lane,116,136,All,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.204,0.282,0.368,0.462,0.563,0.672,0.788,0.911,1.042,1.18,1.326,1.498,1.7,1.932,2.193,2.484,2.805,3.156,3.537
66,7056,Dawick Street,0,78,All,0,0,0.1,0.173,0.252,0.337,0.431,0.531,0.639,0.755,0.877,1.008,1.145,1.291,1.461,1.66,1.89,2.149,2.438,2.756,3.105,3.483,3.891,4.329,4.836,5.418,6.075,6.806,7.611,8.49,9.444
67,7056,Dawick Street,78,88,All,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.16,0.234,0.312,0.399,0.492,0.594,0.702,0.819,0.942,1.073,1.212,1.358,1.531,1.733,1.965,2.228,2.52,2.842,3.194,3.576
68,28,Stirrup Lane,0,261,All,0,0,0.1,0.175,0.256,0.344,0.441,0.545,0.656,0.776,0.903,1.037,1.18,1.332,1.516,1.73,1.975,2.25,2.556,2.893,3.261,3.659,4.088,4.566,5.12,5.752,6.46,7.245,8.107,9.045,10.06
69,29,Riroriro Road,0,122,All,0,0,0.1,0.174,0.252,0.339,0.432,0.533,0.642,0.758,0.882,1.013,1.152,1.298,1.47,1.672,1.904,2.166,2.458,2.78,3.132,3.514,3.925,4.367,4.883,5.474,6.139,6.879,7.695,8.584,9.549
70,29,Riroriro Road,122,139,All,0,0,0,0,0,0,0,0.1,0.173,0.252,0.337,0.43,0.531,0.638,0.754,0.876,1.007,1.144,1.289,1.459,1.658,1.887,2.145,2.434,2.752,3.1,3.477,3.884,4.321,4.828,5.408
71,30,Curly McLeod Way,0,69,All,0.03,0.137,0.252,0.375,0.504,0.641,0.786,0.954,1.151,1.378,1.635,1.921,2.237,2.583,2.959,3.364,3.799,4.3,4.876,5.526,6.25,7.048,7.921,8.868,9.889,10.984,12.154,13.439,14.844,16.367,18.009
72,30,Curly McLeod Way,69,82,All,0,0.074,0.153,0.239,0.333,0.434,0.543,0.66,0.784,0.916,1.055,1.201,1.375,1.578,1.812,2.075,2.369,2.693,3.048,3.432,3.847,4.293,4.815,5.412,6.084,6.832,7.656,8.555,9.529,10.578,11.703
73,32,Karearea Lane,0,56,All,0.06,0.173,0.291,0.416,0.547,0.696,0.869,1.066,1.288,1.535,1.806,2.102,2.422,2.766,3.135,3.529,3.974,4.481,5.049,5.678,6.369,7.121,7.934,8.808,9.744,10.741,11.799,12.95,14.2,15.547,16.992
74,32,Karearea Lane,84,154,All,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.076,1.159,1.249,1.347,1.452,1.565,1.685,1.813,1.947,2.09,2.249
75,32,Karearea Lane,154,820,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.099,1.209,1.331,1.464,1.607,1.762,1.929,2.106,2.32,2.579,2.882,3.231,3.624,4.061
76,32,Karearea Lane,820,1262,All,0,0,0,0,0.1,0.176,0.258,0.348,0.446,0.55,0.661,0.78,0.906,1.039,1.18,1.337,1.522,1.736,1.98,2.252,2.552,2.882,3.24,3.627,4.043,4.505,5.038,5.644,6.321,7.071,7.892
77,33,Okoare Lane,0,58,All,0,0,0,0,0,0,0,0,0.1,0.174,0.255,0.344,0.441,0.545,0.656,0.775,0.901,1.035,1.176,1.329,1.512,1.725,1.968,2.24,2.543,2.875,3.237,3.63,4.052,4.519,5.061
78,35,Leicester Place,0,660,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.267,0.363,0.466,0.577,0.696,0.822,0.956,1.098,1.248,1.428,1.639,1.881,2.155,2.459,2.795
79,36,Paneika Lane,0,370,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.174,0.254,0.341,0.435,0.537,0.647,0.764,0.889,1.022,1.162,1.31,1.486,1.692,1.929,2.197,2.495
80,36,Paneika Lane,370,391,All,0,0.074,0.154,0.24,0.335,0.437,0.547,0.664,0.789,0.922,1.062,1.21,1.385,1.592,1.829,2.096,2.393,2.722,3.08,3.469,3.889,4.345,4.877,5.486,6.17,6.931,7.768,8.681,9.67,10.735,11.877
